From	Entry	Entry Name	Protein names	Gene Names
SCP2	P22307	SCP2_HUMAN	Sterol carrier protein 2 (SCP-2) (Acetyl-CoA C-myristoyltransferase) (EC 2.3.1.155) (Non-specific lipid-transfer protein) (NSL-TP) (Propanoyl-CoA C-acyltransferase) (EC 2.3.1.176) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (EC 2.3.1.16) (SCP-chi) (SCPX) (Sterol carrier protein X) (SCP-X)	SCP2
SCP2	Q9BX26	SYCP2_HUMAN	Synaptonemal complex protein 2 (SCP-2) (Synaptonemal complex lateral element protein) (hsSCP2)	SYCP2 SCP2
SCPEP1	Q9HB40	RISC_HUMAN	Retinoid-inducible serine carboxypeptidase (EC 3.4.16.-) (Serine carboxypeptidase 1)	SCPEP1 RISC SCP1 MSTP034 UNQ265/PRO302
SCRIB	C0HLS1	OSCRI_HUMAN	SCRIB overlapping open reading frame protein (oSCRIB)	SCRIB
SCRIB	Q14160	SCRIB_HUMAN	Protein scribble homolog (Scribble) (hScrib) (Protein LAP4)	SCRIB CRIB1 KIAA0147 LAP4 SCRB1 VARTUL
SCRN2	Q96FV2	SCRN2_HUMAN	Secernin-2	SCRN2
SCRN3	Q0VDG4	SCRN3_HUMAN	Secernin-3	SCRN3
SCYL1	Q96KG9	SCYL1_HUMAN	N-terminal kinase-like protein (Coated vesicle-associated kinase of 90 kDa) (SCY1-like protein 1) (Telomerase regulation-associated protein) (Telomerase transcriptional element-interacting factor) (Teratoma-associated tyrosine kinase)	SCYL1 CVAK90 GKLP NTKL TAPK TEIF TRAP HT019
SCYL2	Q6P3W7	SCYL2_HUMAN	SCY1-like protein 2 (Coated vesicle-associated kinase of 104 kDa)	SCYL2 CVAK104 KIAA1360
SCYL3	Q8IZE3	PACE1_HUMAN	Protein-associating with the carboxyl-terminal domain of ezrin (Ezrin-binding protein PACE-1) (SCY1-like protein 3)	SCYL3 PACE1
SDAD1	Q9NVU7	SDA1_HUMAN	Protein SDA1 homolog (Nucleolar protein 130) (SDA1 domain-containing protein 1) (hSDA)	SDAD1 NUC130
SDC3	O75056	SDC3_HUMAN	Syndecan-3 (SYND3)	SDC3 KIAA0468
SDCBP	O00560	SDCB1_HUMAN	Syntenin-1 (Melanoma differentiation-associated protein 9) (MDA-9) (Pro-TGF-alpha cytoplasmic domain-interacting protein 18) (TACIP18) (Scaffold protein Pbp1) (Syndecan-binding protein 1)	SDCBP MDA9 SYCL
SDCCAG8	Q86SQ7	SDCG8_HUMAN	Serologically defined colon cancer antigen 8 (Antigen NY-CO-8) (Centrosomal colon cancer autoantigen protein) (hCCCAP)	SDCCAG8 CCCAP NPHP10 HSPC085
SDE2	Q6IQ49	SDE2_HUMAN	Splicing regulator SDE2 (Replication stress response regulator SDE2)	SDE2 C1orf55
SDF2L1	Q9HCN8	SDF2L_HUMAN	Stromal cell-derived factor 2-like protein 1 (SDF2-like protein 1) (PWP1-interacting protein 8)	SDF2L1 UNQ1941/PRO4424
SDF4	Q9BRK5	CAB45_HUMAN	45 kDa calcium-binding protein (Cab45) (Stromal cell-derived factor 4) (SDF-4)	SDF4 CAB45 PSEC0034
SDHA	P31040	SDHA_HUMAN	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp)	SDHA SDH2 SDHF
SDHAF2	Q9NX18	SDHF2_HUMAN	Succinate dehydrogenase assembly factor 2, mitochondrial (SDH assembly factor 2) (SDHAF2)	SDHAF2 C11orf79 PGL2 SDH5
SDHB	P21912	SDHB_HUMAN	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip)	SDHB SDH SDH1
SDHC	Q99643	C560_HUMAN	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial (Integral membrane protein CII-3) (QPs-1) (QPs1) (Succinate dehydrogenase complex subunit C) (Succinate-ubiquinone oxidoreductase cytochrome B large subunit) (CYBL)	SDHC CYB560 SDH3
SDHD	O14521	DHSD_HUMAN	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial (CybS) (CII-4) (QPs3) (Succinate dehydrogenase complex subunit D) (Succinate-ubiquinone oxidoreductase cytochrome b small subunit) (Succinate-ubiquinone reductase membrane anchor subunit)	SDHD SDH4
SDPR	O95810	CAVN2_HUMAN	Caveolae-associated protein 2 (Cavin-2) (PS-p68) (Phosphatidylserine-binding protein) (Serum deprivation-response protein)	CAVIN2 SDPR
SDSL	Q96GA7	SDSL_HUMAN	Serine dehydratase-like (L-serine deaminase) (L-serine dehydratase/L-threonine deaminase) (L-threonine dehydratase) (TDH) (EC 4.3.1.19) (Serine dehydratase 2) (SDH 2) (EC 4.3.1.17)	SDSL
SEC11A	P67812	SC11A_HUMAN	Signal peptidase complex catalytic subunit SEC11A (EC 3.4.21.89) (Endopeptidase SP18) (Microsomal signal peptidase 18 kDa subunit) (SPase 18 kDa subunit) (SEC11 homolog A) (SEC11-like protein 1) (SPC18)	SEC11A SEC11L1 SPC18 SPCS4A
SEC13	P55735	SEC13_HUMAN	Protein SEC13 homolog (GATOR2 complex protein SEC13) (SEC13-like protein 1) (SEC13-related protein)	SEC13 D3S1231E SEC13A SEC13L1 SEC13R
SEC14L1	Q92503	S14L1_HUMAN	SEC14-like protein 1	SEC14L1 SEC14L
SEC14L2	O76054	S14L2_HUMAN	SEC14-like protein 2 (Alpha-tocopherol-associated protein) (TAP) (hTAP) (Squalene transfer protein) (Supernatant protein factor) (SPF)	SEC14L2 C22orf6 KIAA1186 KIAA1658
SEC16A	O15027	SC16A_HUMAN	Protein transport protein Sec16A (SEC16 homolog A) (p250)	SEC16A KIAA0310 SEC16 SEC16L
SEC22A	Q96IW7	SC22A_HUMAN	Vesicle-trafficking protein SEC22a (SEC22 vesicle-trafficking protein homolog A) (SEC22 vesicle-trafficking protein-like 2)	SEC22A SEC22L2
SEC22B	O75396	SC22B_HUMAN	Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1)	SEC22B SEC22L1
SEC23A	Q15436	SC23A_HUMAN	Protein transport protein Sec23A (hSec23A) (SEC23-related protein A)	SEC23A
SEC23B	Q15437	SC23B_HUMAN	Protein transport protein Sec23B (hSec23B) (SEC23-related protein B)	SEC23B
SEC23IP	Q9Y6Y8	S23IP_HUMAN	SEC23-interacting protein (p125)	SEC23IP MSTP053
SEC24A	O95486	SC24A_HUMAN	Protein transport protein Sec24A (SEC24-related protein A)	SEC24A
SEC24B	O95487	SC24B_HUMAN	Protein transport protein Sec24B (SEC24-related protein B)	SEC24B
SEC24C	P53992	SC24C_HUMAN	Protein transport protein Sec24C (SEC24-related protein C)	SEC24C KIAA0079
SEC24D	O94855	SC24D_HUMAN	Protein transport protein Sec24D (SEC24-related protein D)	SEC24D KIAA0755
SEC31A	O94979	SC31A_HUMAN	Protein transport protein Sec31A (ABP125) (ABP130) (SEC31-like protein 1) (SEC31-related protein A) (Web1-like protein)	SEC31A KIAA0905 SEC31L1 HSPC275 HSPC334
SEC61A1	P61619	S61A1_HUMAN	Protein transport protein Sec61 subunit alpha isoform 1 (Sec61 alpha-1)	SEC61A1 SEC61A
SEC61B	P60468	SC61B_HUMAN	Protein transport protein Sec61 subunit beta	SEC61B
SEC61G	P60059	SC61G_HUMAN	Protein transport protein Sec61 subunit gamma	SEC61G
SEC62	Q99442	SEC62_HUMAN	Translocation protein SEC62 (Translocation protein 1) (TP-1) (hTP-1)	SEC62 TLOC1
SEC63	Q9UGP8	SEC63_HUMAN	Translocation protein SEC63 homolog	SEC63 SEC63L
SEH1L	Q96EE3	SEH1_HUMAN	Nucleoporin SEH1 (GATOR2 complex protein SEH1) (Nup107-160 subcomplex subunit SEH1) (SEC13-like protein)	SEH1L SEC13L SEH1
SEL1L	Q9UBV2	SE1L1_HUMAN	Protein sel-1 homolog 1 (Suppressor of lin-12-like protein 1) (Sel-1L)	SEL1L TSA305 UNQ128/PRO1063
SELENBP1	Q13228	SBP1_HUMAN	Methanethiol oxidase (MTO) (EC 1.8.3.4) (56 kDa selenium-binding protein) (SBP56) (SP56) (Selenium-binding protein 1)	SELENBP1 SBP
SELK	Q9Y6D0	SELK_HUMAN	Selenoprotein K (SelK)	SELENOK SELK HSPC030 HSPC297
SELO	Q9BVL4	SELO_HUMAN	Protein adenylyltransferase SelO, mitochondrial (EC 2.7.7.-) (EC 2.7.7.108) (Selenoprotein O) (SelO)	SELENOO SELO
SELPLG	Q14242	SELPL_HUMAN	P-selectin glycoprotein ligand 1 (PSGL-1) (Selectin P ligand) (CD antigen CD162)	SELPLG
SELT	P62341	SELT_HUMAN	Thioredoxin reductase-like selenoprotein T (SelT) (EC 1.8.1.9)	SELENOT SELT UNQ150/PRO176
SEMA4B	Q9NPR2	SEM4B_HUMAN	Semaphorin-4B (Semaphorin-C)	SEMA4B KIAA1745 SEMAC UNQ749/PRO1480
SEMA4C	Q9C0C4	SEM4C_HUMAN	Semaphorin-4C	SEMA4C KIAA1739 SEMAI UNQ5855/PRO34487
SEMA4D	Q92854	SEM4D_HUMAN	Semaphorin-4D (A8) (BB18) (GR3) (CD antigen CD100)	SEMA4D C9orf164 CD100 SEMAJ
SEMA7A	O75326	SEM7A_HUMAN	Semaphorin-7A (CDw108) (JMH blood group antigen) (John-Milton-Hargen human blood group Ag) (Semaphorin-K1) (Sema K1) (Semaphorin-L) (Sema L) (CD antigen CD108)	SEMA7A CD108 SEMAL
SENP1	Q9P0U3	SENP1_HUMAN	Sentrin-specific protease 1 (EC 3.4.22.-) (Sentrin/SUMO-specific protease SENP1)	SENP1
SENP2	Q9HC62	SENP2_HUMAN	Sentrin-specific protease 2 (EC 3.4.22.-) (Axam2) (SMT3-specific isopeptidase 2) (Smt3ip2) (Sentrin/SUMO-specific protease SENP2)	SENP2 KIAA1331
SENP3	Q9H4L4	SENP3_HUMAN	Sentrin-specific protease 3 (EC 3.4.22.-) (SUMO-1-specific protease 3) (Sentrin/SUMO-specific protease SENP3)	SENP3 SSP3 SUSP3
SENP6	Q9GZR1	SENP6_HUMAN	Sentrin-specific protease 6 (EC 3.4.22.-) (SUMO-1-specific protease 1) (Sentrin/SUMO-specific protease SENP6)	SENP6 KIAA0797 SSP1 SUSP1 FKSG6
SENP7	Q9BQF6	SENP7_HUMAN	Sentrin-specific protease 7 (EC 3.4.22.-) (SUMO-1-specific protease 2) (Sentrin/SUMO-specific protease SENP7)	SENP7 KIAA1707 SSP2 SUSP2
SEPHS1	P49903	SPS1_HUMAN	Selenide, water dikinase 1 (EC 2.7.9.3) (Selenium donor protein 1) (Selenophosphate synthase 1)	SEPHS1 SELD SPS SPS1
SEPHS2	Q99611	SPS2_HUMAN	Selenide, water dikinase 2 (EC 2.7.9.3) (Selenium donor protein 2) (Selenophosphate synthase 2)	SEPHS2 SPS2
SEPSECS	Q9HD40	SPCS_HUMAN	O-phosphoseryl-tRNA(Sec) selenium transferase (EC 2.9.1.2) (Liver-pancreas antigen) (LP) (SLA-p35) (SLA/LP autoantigen) (Selenocysteine synthase) (Sec synthase) (Selenocysteinyl-tRNA(Sec) synthase) (Sep-tRNA:Sec-tRNA synthase) (SepSecS) (Soluble liver antigen) (SLA) (UGA suppressor tRNA-associated protein) (tRNA(Ser/Sec)-associated antigenic protein)	SEPSECS TRNP48
SERBP1	Q8NC51	SERB1_HUMAN	SERPINE1 mRNA-binding protein 1 (PAI1 RNA-binding protein 1) (PAI-RBP1) (Plasminogen activator inhibitor 1 RNA-binding protein)	SERBP1 PAIRBP1 CGI-55
SERGEF	Q9UGK8	SRGEF_HUMAN	Secretion-regulating guanine nucleotide exchange factor (Deafness locus-associated putative guanine nucleotide exchange factor) (DelGEF) (Guanine nucleotide exchange factor-related protein)	SERGEF DELGEF GNEFR
SERINC1	Q9NRX5	SERC1_HUMAN	Serine incorporator 1 (Tumor differentially expressed protein 1-like) (Tumor differentially expressed protein 2)	SERINC1 KIAA1253 TDE1L TDE2 UNQ396/PRO732
SERPINB1	P30740	ILEU_HUMAN	Leukocyte elastase inhibitor (LEI) (Monocyte/neutrophil elastase inhibitor) (EI) (M/NEI) (Peptidase inhibitor 2) (PI-2) (Serpin B1)	SERPINB1 ELANH2 MNEI PI2
SERPINB6	P35237	SPB6_HUMAN	Serpin B6 (Cytoplasmic antiproteinase) (CAP) (Peptidase inhibitor 6) (PI-6) (Placental thrombin inhibitor)	SERPINB6 PI6 PTI
SERPINB9	P50453	SPB9_HUMAN	Serpin B9 (Cytoplasmic antiproteinase 3) (CAP-3) (CAP3) (Peptidase inhibitor 9) (PI-9)	SERPINB9 PI9
SERPINC1	P01008	ANT3_HUMAN	Antithrombin-III (ATIII) (Serpin C1)	SERPINC1 AT3 PRO0309
SERPINF1	P36955	PEDF_HUMAN	Pigment epithelium-derived factor (PEDF) (Cell proliferation-inducing gene 35 protein) (EPC-1) (Serpin F1)	SERPINF1 PEDF PIG35
SERPINF2	P08697	A2AP_HUMAN	Alpha-2-antiplasmin (Alpha-2-AP) (Alpha-2-plasmin inhibitor) (Alpha-2-PI) (Serpin F2)	SERPINF2 AAP PLI
SERPINH1	P50454	SERPH_HUMAN	Serpin H1 (47 kDa heat shock protein) (Arsenic-transactivated protein 3) (AsTP3) (Cell proliferation-inducing gene 14 protein) (Collagen-binding protein) (Colligin) (Rheumatoid arthritis-related antigen RA-A47)	SERPINH1 CBP1 CBP2 HSP47 SERPINH2 PIG14
SERTAD2	Q14140	SRTD2_HUMAN	SERTA domain-containing protein 2 (Transcriptional regulator interacting with the PHD-bromodomain 2) (TRIP-Br2)	SERTAD2 KIAA0127 TRIPBR2
SESN2	P58004	SESN2_HUMAN	Sestrin-2 (EC 1.11.1.-) (Hypoxia-induced gene)	SESN2 Hi95 SEST2
SESTD1	Q86VW0	SESD1_HUMAN	SEC14 domain and spectrin repeat-containing protein 1 (Huntingtin-interacting protein-like protein) (Protein Solo)	SESTD1 SOLO
SET	Q01105	SET_HUMAN	Protein SET (HLA-DR-associated protein II) (Inhibitor of granzyme A-activated DNase) (IGAAD) (PHAPII) (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I)	SET
SETD1A	O15047	SET1A_HUMAN	Histone-lysine N-methyltransferase SETD1A (EC 2.1.1.364) (Lysine N-methyltransferase 2F) (SET domain-containing protein 1A) (hSET1A) (Set1/Ash2 histone methyltransferase complex subunit SET1)	SETD1A KIAA0339 KMT2F SET1 SET1A
SETD1B	Q9UPS6	SET1B_HUMAN	Histone-lysine N-methyltransferase SETD1B (EC 2.1.1.364) (Lysine N-methyltransferase 2G) (SET domain-containing protein 1B) (hSET1B)	SETD1B KIAA1076 KMT2G SET1B
SETD2	Q9BYW2	SETD2_HUMAN	Histone-lysine N-methyltransferase SETD2 (EC 2.1.1.359) (HIF-1) (Huntingtin yeast partner B) (Huntingtin-interacting protein 1) (HIP-1) (Huntingtin-interacting protein B) (Lysine N-methyltransferase 3A) (Protein-lysine N-methyltransferase SETD2) (EC 2.1.1.-) (SET domain-containing protein 2) (hSET2) (p231HBP)	SETD2 HIF1 HYPB KIAA1732 KMT3A SET2 HSPC069
SETD3	Q86TU7	SETD3_HUMAN	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3) (hSETD3)	SETD3 C14orf154
SETD7	Q8WTS6	SETD7_HUMAN	Histone-lysine N-methyltransferase SETD7 (EC 2.1.1.364) (Histone H3-K4 methyltransferase SETD7) (H3-K4-HMTase SETD7) (Lysine N-methyltransferase 7) (SET domain-containing protein 7) (SET7/9)	SETD7 KIAA1717 KMT7 SET7 SET9
SETD8	Q9NQR1	KMT5A_HUMAN	N-lysine methyltransferase KMT5A (EC 2.1.1.-) (H4-K20-HMTase KMT5A) (Histone-lysine N-methyltransferase KMT5A) (EC 2.1.1.361) (Lysine N-methyltransferase 5A) (Lysine-specific methylase 5A) (PR/SET domain-containing protein 07) (PR-Set7) (PR/SET07) (SET domain-containing protein 8)	KMT5A PRSET7 SET07 SET8 SETD8
SETDB1	Q15047	SETB1_HUMAN	Histone-lysine N-methyltransferase SETDB1 (EC 2.1.1.366) (ERG-associated protein with SET domain) (ESET) (Histone H3-K9 methyltransferase 4) (H3-K9-HMTase 4) (Lysine N-methyltransferase 1E) (SET domain bifurcated 1)	SETDB1 ESET KIAA0067 KMT1E
SETMAR	Q53H47	SETMR_HUMAN	Histone-lysine N-methyltransferase SETMAR (SET domain and mariner transposase fusion protein) (Metnase) [Includes: Histone-lysine N-methyltransferase (EC 2.1.1.357); Transposon Hsmar1 transposase (EC 3.1.-.-)]	SETMAR
SETX	Q7Z333	SETX_HUMAN	Probable helicase senataxin (EC 3.6.4.-) (Amyotrophic lateral sclerosis 4 protein) (SEN1 homolog) (Senataxin)	SETX ALS4 KIAA0625 SCAR1
SEZ6L2	Q6UXD5	SE6L2_HUMAN	Seizure 6-like protein 2	SEZ6L2 PSK UNQ1903/PRO4349
SF1	Q13285	STF1_HUMAN	Steroidogenic factor 1 (SF-1) (STF-1) (hSF-1) (Adrenal 4-binding protein) (Fushi tarazu factor homolog 1) (Nuclear receptor subfamily 5 group A member 1) (Steroid hormone receptor Ad4BP)	NR5A1 AD4BP FTZF1 SF1
SF1	Q15637	SF01_HUMAN	Splicing factor 1 (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162)	SF1 ZFM1 ZNF162
SF3A1	Q15459	SF3A1_HUMAN	Splicing factor 3A subunit 1 (SF3a120) (Spliceosome-associated protein 114) (SAP 114)	SF3A1 SAP114
SF3A2	Q15428	SF3A2_HUMAN	Splicing factor 3A subunit 2 (SF3a66) (Spliceosome-associated protein 62) (SAP 62)	SF3A2 SAP62
SF3A3	Q12874	SF3A3_HUMAN	Splicing factor 3A subunit 3 (SF3a60) (Spliceosome-associated protein 61) (SAP 61)	SF3A3 SAP61
SF3B1	O75533	SF3B1_HUMAN	Splicing factor 3B subunit 1 (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155)	SF3B1 SAP155
SF3B2	Q13435	SF3B2_HUMAN	Splicing factor 3B subunit 2 (Pre-mRNA-splicing factor SF3b 145 kDa subunit) (SF3b145) (Spliceosome-associated protein 145) (SAP 145)	SF3B2 SAP145
SF3B3	Q15393	SF3B3_HUMAN	Splicing factor 3B subunit 3 (Pre-mRNA-splicing factor SF3b 130 kDa subunit) (SF3b130) (STAF130) (Spliceosome-associated protein 130) (SAP 130)	SF3B3 KIAA0017 SAP130
SF3B4	Q15427	SF3B4_HUMAN	Splicing factor 3B subunit 4 (Pre-mRNA-splicing factor SF3b 49 kDa subunit) (Spliceosome-associated protein 49) (SAP 49)	SF3B4 SAP49
SF3B5	Q9BWJ5	SF3B5_HUMAN	Splicing factor 3B subunit 5 (SF3b5) (Pre-mRNA-splicing factor SF3b 10 kDa subunit)	SF3B5 SF3B10
SF3B6	Q9Y3B4	SF3B6_HUMAN	Splicing factor 3B subunit 6 (Pre-mRNA branch site protein p14) (SF3b 14 kDa subunit) (SF3B14a) (Spliceosome-associated protein, 14-kDa) (Splicing factor 3b, subunit 6, 14kDa)	SF3B6 SAP14 SF3B14 SF3B14A CGI-110 HSPC175 HT006
SFN	P31947	1433S_HUMAN	14-3-3 protein sigma (Epithelial cell marker protein 1) (Stratifin)	SFN HME1
SFN	Q9Y3B8	ORN_HUMAN	Oligoribonuclease, mitochondrial (EC 3.1.15.-) (RNA exonuclease 2 homolog) (Small fragment nuclease)	REXO2 SFN SMFN CGI-114
SFPQ	P23246	SFPQ_HUMAN	Splicing factor, proline- and glutamine-rich (100 kDa DNA-pairing protein) (hPOMp100) (DNA-binding p52/p100 complex, 100 kDa subunit) (Polypyrimidine tract-binding protein-associated-splicing factor) (PSF) (PTB-associated-splicing factor)	SFPQ PSF
SFSWAP	Q12872	SFSWA_HUMAN	Splicing factor, suppressor of white-apricot homolog (Splicing factor, arginine/serine-rich 8) (Suppressor of white apricot protein homolog)	SFSWAP SFRS8 SWAP
SFT2D2	O95562	SFT2B_HUMAN	Vesicle transport protein SFT2B (SFT2 domain-containing protein 2)	SFT2D2 UNQ512/PRO1027
SFT2D3	Q587I9	SFT2C_HUMAN	Vesicle transport protein SFT2C (SFT2 domain-containing protein 3)	SFT2D3
SFXN1	Q9H9B4	SFXN1_HUMAN	Sideroflexin-1	SFXN1
SFXN2	Q96NB2	SFXN2_HUMAN	Sideroflexin-2	SFXN2
SFXN3	Q9BWM7	SFXN3_HUMAN	Sideroflexin-3	SFXN3
SFXN4	Q6P4A7	SFXN4_HUMAN	Sideroflexin-4 (Breast cancer resistance marker 1)	SFXN4 BCRM1
SFXN5	Q8TD22	SFXN5_HUMAN	Sideroflexin-5	SFXN5
SGPL1	O95470	SGPL1_HUMAN	Sphingosine-1-phosphate lyase 1 (S1PL) (SP-lyase 1) (SPL 1) (hSPL) (EC 4.1.2.27) (Sphingosine-1-phosphate aldolase)	SGPL1 KIAA1252
SGSH	P51688	SPHM_HUMAN	N-sulphoglucosamine sulphohydrolase (EC 3.10.1.1) (Sulfoglucosamine sulfamidase) (Sulphamidase)	SGSH HSS
SGSM2	O43147	SGSM2_HUMAN	Small G protein signaling modulator 2 (RUN and TBC1 domain-containing protein 1)	SGSM2 KIAA0397 RUTBC1
SGTA	O43765	SGTA_HUMAN	Small glutamine-rich tetratricopeptide repeat-containing protein alpha (Alpha-SGT) (Vpu-binding protein) (UBP)	SGTA SGT SGT1
SGTB	Q96EQ0	SGTB_HUMAN	Small glutamine-rich tetratricopeptide repeat-containing protein beta (Beta-SGT) (Small glutamine-rich protein with tetratricopeptide repeats 2)	SGTB SGT2
SH2B1	Q9NRF2	SH2B1_HUMAN	SH2B adapter protein 1 (Pro-rich, PH and SH2 domain-containing signaling mediator) (PSM) (SH2 domain-containing protein 1B)	SH2B1 KIAA1299 SH2B
SH2D3C	Q8N5H7	SH2D3_HUMAN	SH2 domain-containing protein 3C (Cas/HEF1-associated signal transducer) (Chat-H) (Novel SH2-containing protein 3) (SH2 domain-containing Eph receptor-binding protein 1) (SHEP1)	SH2D3C NSP3 UNQ272/PRO309/PRO34088
SH3BGR	P55822	SH3BG_HUMAN	SH3 domain-binding glutamic acid-rich protein (SH3BGR protein) (21-glutamic acid-rich protein) (21-GARP)	SH3BGR
SH3BGRL	O75368	SH3L1_HUMAN	Adapter SH3BGRL (SH3 domain-binding glutamic acid-rich-like protein 1)	SH3BGRL
SH3BGRL3	Q9H299	SH3L3_HUMAN	SH3 domain-binding glutamic acid-rich-like protein 3 (SH3 domain-binding protein 1) (SH3BP-1) (TNF inhibitory protein B1) (TIP-B1)	SH3BGRL3 P1725
SH3BP1	Q9Y3L3	3BP1_HUMAN	SH3 domain-binding protein 1	SH3BP1
SH3BP5	O60239	3BP5_HUMAN	SH3 domain-binding protein 5 (SH3BP-5) (SH3 domain-binding protein that preferentially associates with BTK)	SH3BP5 SAB
SH3BP5L	Q7L8J4	3BP5L_HUMAN	SH3 domain-binding protein 5-like (SH3BP-5-like)	SH3BP5L KIAA1720 UNQ2766/PRO7133
SH3GL1	Q99961	SH3G1_HUMAN	Endophilin-A2 (EEN fusion partner of MLL) (Endophilin-2) (Extra eleven-nineteen leukemia fusion gene protein) (EEN) (SH3 domain protein 2B) (SH3 domain-containing GRB2-like protein 1)	SH3GL1 CNSA1 SH3D2B
SH3GLB1	Q9Y371	SHLB1_HUMAN	Endophilin-B1 (Bax-interacting factor 1) (Bif-1) (SH3 domain-containing GRB2-like protein B1)	SH3GLB1 KIAA0491 CGI-61
SH3GLB2	Q9NR46	SHLB2_HUMAN	Endophilin-B2 (SH3 domain-containing GRB2-like protein B2)	SH3GLB2 KIAA1848 PP578
SH3KBP1	Q96B97	SH3K1_HUMAN	SH3 domain-containing kinase-binding protein 1 (CD2-binding protein 3) (CD2BP3) (Cbl-interacting protein of 85 kDa) (Human Src family kinase-binding protein 1) (HSB-1)	SH3KBP1 CIN85
SHB	Q15464	SHB_HUMAN	SH2 domain-containing adapter protein B	SHB
SHC1	P29353	SHC1_HUMAN	SHC-transforming protein 1 (SHC-transforming protein 3) (SHC-transforming protein A) (Src homology 2 domain-containing-transforming protein C1) (SH2 domain protein C1)	SHC1 SHC SHCA
SHCBP1	Q8NEM2	SHCBP_HUMAN	SHC SH2 domain-binding protein 1	SHCBP1
SHKBP1	Q8TBC3	SHKB1_HUMAN	SH3KBP1-binding protein 1 (SETA-binding protein 1)	SHKBP1 SB1 PP203
SHMT1	P34896	GLYC_HUMAN	Serine hydroxymethyltransferase, cytosolic (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)	SHMT1
SHMT2	P34897	GLYM_HUMAN	Serine hydroxymethyltransferase, mitochondrial (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)	SHMT2
SHOC2	Q9UQ13	SHOC2_HUMAN	Leucine-rich repeat protein SHOC-2 (Protein soc-2 homolog) (Protein sur-8 homolog)	SHOC2 KIAA0862
SHPRH	Q149N8	SHPRH_HUMAN	E3 ubiquitin-protein ligase SHPRH (EC 2.3.2.27) (EC 3.6.4.-) (RING-type E3 ubiquitin transferase SHPRH) (SNF2, histone-linker, PHD and RING finger domain-containing helicase)	SHPRH KIAA2023
SHQ1	Q6PI26	SHQ1_HUMAN	Protein SHQ1 homolog	SHQ1
SHROOM1	Q2M3G4	SHRM1_HUMAN	Protein Shroom1 (Apical protein 2)	SHROOM1 APXL2 KIAA1960
SIAE	Q9HAT2	SIAE_HUMAN	Sialate O-acetylesterase (EC 3.1.1.53) (H-Lse) (Sialic acid-specific 9-O-acetylesterase)	SIAE YSG2
SIDT2	Q8NBJ9	SIDT2_HUMAN	SID1 transmembrane family member 2	SIDT2 CGI-40 PSEC0072 UNQ685/PRO1325
SIGMAR1	Q99720	SGMR1_HUMAN	Sigma non-opioid intracellular receptor 1 (Aging-associated gene 8 protein) (SR31747-binding protein) (SR-BP) (Sigma 1-type opioid receptor) (SIG-1R) (Sigma1-receptor) (Sigma1R) (hSigmaR1)	SIGMAR1 OPRS1 SRBP AAG8
SIK3	Q9Y2K2	SIK3_HUMAN	Serine/threonine-protein kinase SIK3 (EC 2.7.11.1) (Salt-inducible kinase 3) (SIK-3) (Serine/threonine-protein kinase QSK)	SIK3 KIAA0999 QSK L19
SIKE1	Q9BRV8	SIKE1_HUMAN	Suppressor of IKBKE 1 (Suppressor of IKK-epsilon)	SIKE1 SIKE
SIL1	Q9H173	SIL1_HUMAN	Nucleotide exchange factor SIL1 (BiP-associated protein) (BAP)	SIL1 UNQ545/PRO836
SIN3A	Q96ST3	SIN3A_HUMAN	Paired amphipathic helix protein Sin3a (Histone deacetylase complex subunit Sin3a) (Transcriptional corepressor Sin3a)	SIN3A
SIN3B	O75182	SIN3B_HUMAN	Paired amphipathic helix protein Sin3b (Histone deacetylase complex subunit Sin3b) (Transcriptional corepressor Sin3b)	SIN3B KIAA0700
SIPA1	Q96FS4	SIPA1_HUMAN	Signal-induced proliferation-associated protein 1 (Sipa-1) (GTPase-activating protein Spa-1) (p130 SPA-1)	SIPA1 SPA1
SIPA1L1	O43166	SI1L1_HUMAN	Signal-induced proliferation-associated 1-like protein 1 (SIPA1-like protein 1) (High-risk human papilloma viruses E6 oncoproteins targeted protein 1) (E6-targeted protein 1)	SIPA1L1 E6TP1 KIAA0440
